Duration (in seconds),"Context (Medical=1, Recidivism=2)","Transparency Level (N1, O2, T3, S4)","Experimental Group [MN1, MO2, MT3, MS4, RN5, RO6, RT7, RS8)","Validation (1=right, 2= wrong)",Attitudes to AI,Attitudes Qual,AI Understanding,AI Understanding Qual,Fairness,Fairness Qual,Trust,Trust Qual,Negative Responsibility Human,Negative Resposibility AI,Positive Resposibility Human,Positive Resposibility AI,Age,"Education (Less than high school degree = 1, etc�)",Sex,Income,"Political View (Extremly Left 0, Extremly Right 100)",Religion (No religion 0 - Fully religious 100),Ethnicity
406,2,4,8,1,7,The officer should use the help of the AI to inform their decision making in order to reduce the need of police resources ,5,I understand that the AI is preprogrammed with information to make decisions based on previous stimuli but I think I could be more educated on how exactly it makes these decisions,4,I don't believe the AI is entirely fair with the way it makes decision as it would not take into account extenuating circumstances or outside information in the same way that a human police department could.,6,I do somewhat trust the AI to make these decisions as it is programmed in a specific way and therefore should not show bias.,5,7,3,5,24,5,2,6,35,0,6
221,1,3,3,1,4,"Although the AI will be useful, it doesnt asess cases on a one by one basis and therefore crucial medical care could be overlooked. ",5,"I know it looks through the information to make a decision based on what is inputted, but lack further knowledge.",8,"As it only uses facts to make decisions, the decisions made are fair. ",4,As the system can easily overlook certain information which could make a huge difference to the outcome. ,10,10,6,8,29,3,2,3,50,2,6
395,2,3,7,1,10,Because is the best option for officer to use,10,It will help in detecting abstract  things,10,Because the decision is very equal to the right option,10,It is the best option,10,9,9,9,37,7,1,12,7,80,1
187,2,1,5,1,5,Shouldn't be left entirely to AI but might be helpful ,1,I don't understand the algorithm ,5,I don't understand the algorithm the AI uses,4,Math is a reliable source to determine outcomes based on statistics so I'm sure the AI does make some good decisions ,10,3,10,3,21,4,2,1,28,0,6
336,2,2,6,1,7,"Though the AI may be suitable for making fully objective decisions, there should at least be some human input to the decision as intuition can be useful in such a scenario",7,I am fairly familiar with AI and self-learning technologies,9,AI eliminates any human bias and solely looks at data,6,"At the current state of technology, any AI should still be checked by a human in the loop, especially when it comes to safety decisions that may put lives at risk",1,9,1,9,29,5,1,4,23,5,6
274,2,2,6,1,5,"I think A.I has the ability to help make informed decisions but it is still coded by people who often have inherent biases. For example, I read about the facial recognition software that was coded by white guys and had trouble correctly identifying people of colour.",1,I have zero idea how they work.,4,"Again, they can often have unintentional biases depended on who makes it.",2,I'm nervous about giving so much power to software most people don't understand.,6,8,7,5,26,5,1,3,24,2,6
1166,1,1,1,1,8,The AI works by a set of prescribed parameters and chances of error occuring due to human emotion is eliminated,9,The AI works using a set of prescribed parameters and will not deviate or make mistakes so long as there aren't any probles with the algorithm.,8,The AI makes decisions devoid of human emotion and/or error,9,"Fatigue, emotional conflict and bias are not probles that the AI algorithm is subject to.",9,7,8,5,38,5,1,5,7,48,1
565,1,4,4,1,5,"It's easier for the hospital to make an AI choose, because then the hospital has one thing less to worry about and can focus on other things. On the other hand, AIs still makes mistakes.",6,They use the information they were given to form decisions.,6,"They use the information given, which were made by a real human being, so the decisions are most likley to be fair.",7,"Yes, I do, they are already intelligent enough, though mistakes still happen sometimes.",5,7,5,7,21,2,2,3,13,7,6
360,1,1,1,1,6,The Lead COnsultant should use the help of the AI to some degree but shouldn't just rely on it. SOmetimes machines/systems can be incorrect and so people should still be involved in the decision making.,3,I don't know the system and therefore how decisions are made,3,"Again, I dont know it and therefore dont know how decisions are made",5,"I trust that it was made with the best intentions and to make life easier, so I trust it somehow. Still it is a system that can be incorrect.",8,6,7,8,24,5,2,1,29,80,6
260,1,2,2,1,6,"that would give the basic, but it may not take into consideration the patient, some patients may not want surgery or cant afford it, so should be used as a starting point",7,it uses formulas and data on the records,5,"it only uses data on records, so there is no favouritism for a nice patient and does not know family ",6,can be used to show severity of procedures and un biased,8,1,7,1,28,4,2,4,50,9,6
1051,1,4,4,1,3,The informations through which the AI make decision is very limited.,5,I understand based on what was described in the scenario.,3,There is a lot of things that needs to be considered.,3,AI cannot feel emotion.,7,7,7,6,32,5,1,7,15,62,6
244,2,3,7,1,8,AI is a fantastic resource to utilise within the police force as it take so many factors into consideration ,7,Using different factors it makes its decisions ,7,Every aspect is looked at,7,Yes 100%,6,6,6,6,29,5,2,5,48,60,6
453,2,2,6,1,3,Artificial intelligence is still very new. It can be helpful but we don’t know the long term effects of it yet.,2,I don’t understand how a robot is supposed to make decisions on a human topic ,4,Artificial intelligence doesn’t understand terms like “fair”. It’s a robot it doesn’t have a moral compass ,4,I would not trust is to solely make those decisions ,7,4,7,5,20,2,2,1,7,4,6
534,2,4,8,1,8,"The police should use the AI to help, but not rely on it.",7,The AI will choose prisioners whose data matches the chosen qualifiers best.,7,The AI can't judge individuals personally like a human can.,6,The AI was designed by humans to fulfill this purpose.,6,7,5,7,19,2,2,2,25,0,6
339,2,4,8,1,4,"I don't think that there were criterias weighted in more then they should, as they were not decisive in my opinion. Sex for example.",9,Criterias were clear,2,Same answer as in first question,2,"As this is a very subjective matter, I would not want to automate it",4,6,2,6,27,5,1,1,36,0,6
165,2,1,5,1,8,I think sometimes it helps to have someone who is there at the time helping to make decisions based on real time ,5,I am only slightly aware of how AI works ,6,I suspect AI is based on input so makes the right decision,5,I need to see more about how it works before I decide ,7,7,6,8,33,5,2,6,51,0,6
499,1,4,4,1,5,Because AL seem to provide a good answer to how and who to answer first. ,5,I think  i understand it in an average way,5,The decision is fair,7,I trusted AL to make decisions ,4,5,7,8,35,5,2,5,49,82,1
405,1,1,1,1,9,Realistic chances to survive should be put before feelings that may influence a human decision,0,There needs to be some definitions before I can understand.,10,"If parameters are given in the right way, an AI is always right.",10,Yes.,0,10,0,10,51,6,1,9,43,21,6
186,2,1,5,2,6,AI can help but human interction is better for knowing this. ,4,I know a bit but not loads,6,it is fair on what they put but human interaction knows more,4,i trust to an extent. ,8,8,8,2,24,5,2,4,15,74,6
296,1,4,4,1,8,The AI would help the the consultant make the best decisions for the patients.,8,It makes its decisions based on comparing certain characteristics.,9,It is unbiased and makes decisions rationally.,8,"It makes the decisions based solely on the data, making it unbiased.",7,7,8,8,33,2,1,9,83,77,2
419,1,3,3,1,8,"The AI will remove emotion from the situation and help to make a fair and rational decision, however the consultant would have the expertise to consider any other factors that may affect the final decision.",8,The AI uses a set of data that it is provided with to make its decisions and cannot discriminate.,10,The AI has the same set of data for each patient and does not factor in any emotion.,7,I think it would be a useful tool to assist a human in this task but its decision would be black and white so I don't think I would trust it completely to make the decision.,7,9,7,9,31,2,2,7,23,0,6
